Sample,erythroblast-1,erythroblast-2,neutrophil-1,neutrophil-2,neutrophil-3,neutrophil-4,neutrophil-5,neutrophil-6,neutrophil-7,monocyte-1,monocyte-2,monocyte-3,naturalkillercell-1,naturalkillercell-2,cd4tcell-5,cd4tcell-6,cd4tcell-7,cd4tcell-8,cd8tcell-1,cd8tcell-2,bcell-1,bcell-2,bcell-3,BRCA-1,BRCA-2,BRCA-3,BRCA-4,BRCA-5,COAD-1,COAD-2,READ-1,READ-2,OV-1,OV-2,OV-3,CESC-4,CESC-1,CESC-2,CEAD-3,CEAD-1,Unknown-1,Unknown-2,Unknown-3,Unknown-4,Unknown-5,Unknown-6,Unknown-7,Unknown-8,Unknown-9,Unknown-10
Colo_rep2_Dep6_Tu0.5,0.089,0.485,6.562,4.857,8.406,8.598,8.970,3.709,0.240,0.153,3.374,1.565,1.434,0.628,1.295,0.040,1.662,1.531,1.127,2.433,0.374,0.326,0.245,0.035,0.261,0.011,0.046,0.018,0.012,0.000,0.002,0.005,0.203,0.689,1.120,0.479,0.021,0.129,0.679,0.225,3.059,1.935,9.921,0.094,8.574,2.998,4.152,5.361,0.623,1.244
Colo_rep2_Dep6_Tu50,0.364,0.971,0.170,0.102,1.029,1.254,1.080,0.182,0.634,1.147,0.119,0.741,0.996,1.324,1.304,1.755,1.459,0.846,1.433,1.842,1.633,1.177,0.288,0.369,1.016,0.969,1.326,0.284,0.008,0.250,8.051,2.587,0.974,2.727,2.201,0.146,0.766,0.328,1.135,0.344,0.761,3.151,0.292,18.570,2.082,2.283,0.270,8.300,17.340,1.623
Colo_rep6_Dep6_Tu1,0.095,1.092,8.176,1.911,2.786,3.646,5.238,11.704,8.329,2.058,3.288,2.032,1.518,0.027,0.713,0.272,1.334,0.982,1.180,0.985,0.682,0.367,0.346,0.049,0.098,0.130,0.193,0.000,0.007,0.000,0.002,0.006,0.624,1.611,0.945,0.289,0.135,0.268,0.412,0.521,8.882,0.188,8.875,0.003,3.897,4.788,2.720,4.218,0.976,1.400
Colo_rep3_Dep6_Tu2,0.842,1.429,0.474,7.431,0.559,8.943,8.113,8.929,3.800,1.932,1.852,3.030,0.367,1.281,1.436,0.515,1.945,0.483,1.287,1.114,0.878,0.093,0.189,0.044,0.094,0.132,0.260,0.029,0.012,0.001,0.003,0.020,0.352,1.170,1.219,0.047,0.217,0.310,0.549,0.526,6.010,2.284,11.175,0.546,3.298,4.354,0.335,3.365,0.093,6.635
Colo_rep7_Dep6_Tu2,1.413,1.435,10.839,7.503,5.665,1.506,2.335,9.723,3.148,0.613,0.617,3.677,1.129,1.168,1.755,0.954,2.188,1.176,0.253,0.992,0.401,0.860,0.542,0.035,0.394,0.065,0.127,0.053,0.018,0.001,0.007,0.009,0.055,1.003,0.534,0.028,0.153,0.338,0.309,0.265,1.651,1.787,6.686,0.085,5.895,4.097,8.496,4.847,0.786,2.386
Colo_rep8_Dep6_Tu0.1,1.040,1.193,2.450,0.147,7.910,7.756,9.168,6.665,8.388,0.907,2.184,3.202,0.575,0.633,1.915,0.701,0.496,1.853,0.993,1.789,0.467,0.881,0.334,0.011,0.006,0.086,0.190,0.027,0.033,0.001,0.001,0.005,0.798,0.234,0.972,0.008,0.185,0.099,0.431,0.318,12.198,0.673,3.883,0.126,2.932,6.050,1.267,0.098,0.581,7.139
Colo_rep10_Dep6_Tu2,0.807,0.905,3.165,7.965,8.369,7.201,3.881,7.315,0.548,2.827,0.508,0.571,0.128,0.933,1.740,1.531,2.261,0.964,1.434,1.139,0.102,1.067,0.037,0.058,0.048,0.090,0.078,0.023,0.021,0.000,0.009,0.003,0.609,0.895,1.431,0.221,0.298,0.084,0.395,0.857,2.790,0.180,14.118,0.284,7.132,0.138,4.115,8.865,0.419,1.438
Colo_rep6_Dep6_Tu3,0.634,0.536,9.125,0.792,7.706,0.144,6.993,9.900,3.892,2.783,0.257,3.208,1.078,0.484,1.261,0.909,0.467,1.771,1.756,1.249,0.292,0.348,1.855,0.115,0.323,0.075,0.097,0.006,0.055,0.004,0.021,0.035,1.218,1.286,0.329,0.200,0.161,0.021,0.333,1.106,5.453,0.593,3.541,0.186,7.766,7.036,1.929,8.029,0.549,2.092
Colo_rep9_Dep6_Tu30,0.490,2.778,0.200,4.020,0.075,4.201,1.831,1.580,3.649,1.011,1.986,2.064,1.390,0.588,1.838,1.740,0.444,1.916,0.866,0.704,0.689,1.071,1.403,0.373,0.015,0.369,0.400,0.342,0.172,0.055,2.104,5.628,0.852,3.201,0.959,0.355,0.073,0.781,0.030,0.093,4.012,7.471,2.275,14.217,2.169,4.674,1.409,0.328,2.165,8.946
Colo_rep9_Dep6_Tu0.5,1.485,1.509,5.788,4.655,5.108,5.976,6.175,5.486,7.190,1.180,3.365,0.819,0.845,0.621,1.587,2.301,0.449,0.482,0.555,0.884,0.120,0.545,1.052,0.036,0.204,0.028,0.116,0.013,0.016,0.001,0.003,0.004,0.797,0.167,0.180,0.547,0.035,0.054,0.450,0.095,1.805,1.324,12.376,0.038,1.985,11.231,4.288,3.207,0.231,2.593
Colo_rep6_Dep6_Tu20,2.245,2.257,0.443,2.978,4.225,4.119,6.209,1.308,3.427,1.006,0.746,2.266,1.352,1.202,0.100,1.855,0.998,0.251,0.851,1.295,1.141,0.144,1.135,0.036,0.733,0.502,0.648,0.185,0.165,0.009,1.702,0.954,1.099,0.202,0.454,0.667,0.437,0.183,1.147,1.169,6.363,0.045,3.644,4.698,0.639,6.960,2.842,6.962,11.681,4.317
Colo_rep8_Dep6_Tu30,2.090,1.259,1.650,3.699,1.302,0.748,0.994,3.046,3.357,0.181,2.401,0.050,1.183,0.503,1.240,2.047,0.796,1.761,0.981,1.755,1.031,1.589,0.462,0.184,0.810,0.745,0.193,0.291,0.214,0.035,2.547,3.398,1.729,2.619,0.127,0.255,0.528,0.556,0.356,0.516,3.106,3.004,1.710,5.762,4.688,1.926,8.587,2.741,13.721,5.529
Colo_rep3_Dep6_Tu5,1.123,0.083,3.717,3.965,7.428,4.749,3.427,8.694,4.606,3.352,0.556,1.540,1.293,0.811,0.247,2.229,0.559,1.525,1.576,0.387,0.423,0.895,1.267,0.067,0.138,0.014,0.414,0.104,0.057,0.004,0.013,0.076,0.121,0.209,2.062,0.291,0.431,0.452,0.217,1.206,0.151,0.191,2.868,0.968,2.471,6.871,3.494,10.891,0.987,10.780
Colo_rep4_Dep6_Tu3,0.297,1.446,10.399,2.010,9.470,8.986,2.648,0.077,6.733,0.581,3.618,0.253,1.091,0.517,1.741,1.298,1.198,1.619,0.198,1.865,0.734,0.151,0.931,0.086,0.103,0.078,0.175,0.068,0.033,0.005,0.003,0.019,0.629,0.964,1.486,0.277,0.007,0.226,0.192,0.727,10.282,6.398,2.309,0.506,4.991,3.134,2.586,1.531,1.316,4.008
Colo_rep2_Dep6_Tu10,0.024,2.195,2.306,3.496,9.436,7.105,0.321,0.619,6.497,1.127,2.584,1.524,1.176,0.964,1.410,1.369,0.390,1.454,1.587,0.644,1.189,0.319,0.396,0.074,0.054,0.472,0.508,0.067,0.085,0.007,0.187,0.635,1.629,1.953,0.266,0.359,0.325,0.065,0.555,1.529,2.782,5.402,5.582,1.798,2.443,3.055,5.870,8.462,2.706,5.001
Colo_rep3_Dep6_Tu40,1.155,2.093,0.915,2.416,0.404,2.226,0.903,0.730,2.467,1.249,0.944,1.674,0.130,1.555,1.221,1.265,1.881,1.279,0.429,2.060,0.881,0.563,0.424,0.495,0.566,0.151,0.676,0.453,0.410,0.019,2.049,7.099,1.041,2.135,2.162,0.832,0.589,0.243,1.038,0.500,3.387,1.961,1.429,11.370,2.528,2.414,1.574,2.157,18.864,4.995
Colo_rep3_Dep6_Tu30,0.304,2.860,2.200,2.626,1.752,4.119,1.704,0.356,0.319,1.441,1.990,1.935,0.336,1.189,2.041,0.381,1.893,0.454,1.741,0.848,0.724,0.814,1.367,0.063,1.348,0.688,0.675,0.191,0.335,0.036,1.781,3.723,1.258,1.777,0.150,0.537,0.806,0.144,0.635,0.232,0.213,0.880,0.098,8.368,2.427,3.964,8.335,10.802,13.235,3.908
Colo_rep6_Dep6_Tu30,2.888,0.670,1.823,0.084,2.544,4.028,2.908,1.339,3.965,1.244,0.913,0.053,0.905,1.397,0.231,1.318,1.070,1.268,0.353,2.587,1.379,0.483,2.026,0.255,0.916,0.623,0.857,0.045,0.334,0.005,1.716,5.052,0.828,1.318,1.615,0.753,0.086,0.561,0.231,0.767,3.244,3.081,1.747,0.212,2.729,6.193,0.586,0.510,23.555,6.705
Colo_rep4_Dep6_Tu50,0.122,1.760,0.122,1.678,0.279,1.340,1.519,1.920,0.530,2.033,1.021,0.005,1.279,0.130,2.343,2.099,0.013,1.224,0.699,1.079,0.394,1.472,1.156,0.056,1.143,1.186,0.728,0.152,0.574,0.132,5.442,9.362,0.585,2.007,0.736,0.293,0.848,0.801,1.238,1.181,0.305,1.588,1.417,13.427,0.944,4.943,3.705,0.099,17.310,5.582
